job_title,company,location,post_date,seniority_level,skills,salary
Embedded Software Engineer - Aerospace,ZeroAvia,"Kemble, England, United Kingdom",25/12/2023,Associate,"C, Assembly, C++, Embedded software development, Modelbased system design, Proof of Concepts, DO178B/C, Hardware bringups, Software quality and management processes, Embedded systems, Modelbased software development, Simulink/Stateflow, AE653 compliant operating systems, ARINC825, ARINC429, I2C, CANOpen, Serial Bus, Python, Polarion, Teamcenter",306603.365
Software Engineer,ETL Systems,"Hereford, England, United Kingdom",25/12/2023,Associate,"RF, SDR, HTML5, CSS, Linux, JavaScript, Node.js, C programming, VHDL, Verilog, TCP/IP, UDP, Python, FPGA, CPLD, SNMP, Driver interfacing, SPI, I2C, RS485, CAN, Microchip PIC18/32, Hardware debug, Boardlevel debug, Embedded software, Cyber security",318173.405
Senior Software Developer / Software Engineer,itecopeople,"Gloucester, England, United Kingdom",25/12/2023,Associate,"HTML, JQuery, PHP, C++, Apache, SQL, Google Maps API, Agile project techniques, UML, ERD design",317522.115
Software Test Engineer,Fortice,"Tewkesbury, England, United Kingdom",25/12/2023,Mid senior,"Test Automation, Software Testing, Programming/Scripting (Python Bash), Test Documentation, Test Planning & Design, Test Process Optimization, Linux, Continuous Integration (Gitlab CI), Networking (IP Subnetting Routing), Cryptography (Public/Private Keys Certificates), Security Vulnerabilities, Issue Trackers (Atlassian JIRA Testrail), Technical Documentation, C/C++, Hardware Testing, Multimeters, Oscilloscopes",277115.76
Senior Software Developer,Guido Anwar Consulting,"Stonehouse, England, United Kingdom",25/12/2023,Mid senior,"C#, ASP.NET MVC, JavaScript, Angular, SQL, Microsoft Certification (MCSD/MCSA), Data Management, Technical Documentation, Security Clearance",304765.4874
ASP.Net MVC Software Developer,Electus Recruitment Solutions,"Gloucester, England, United Kingdom",25/12/2023,Mid senior,"ASP .Net MVC, C#, MySQL, Data Management, Data Science, Project Management, Python, Communication, Customer Service",304765.4874
Embedded Software Engineer,Russell Tobin,"Malmesbury, England, United Kingdom",25/12/2023,Mid senior,"Real time embedded C, Linux, C++, Software configuration management, Unit testing, ARM, PCBs, Real time OS, Agile Framework, Python, Control systems",277115.76
Associate Software Engineer,QinetiQ,"Malvern, England, United Kingdom",25/12/2023,Mid senior,"C++, C#, Java, ReactJS, Python, Perl, Windows, Linux, PostgreSQL, Docker, CI/CD pipeline, TDD, BDD, Atlassian tools, GitLab, Scala, Cobbler, Artifactory, Puppet",304765.4874
Software Engineer,QinetiQ,"Malvern, England, United Kingdom",25/12/2023,Mid senior,"C++, C#, Java, ReactJS, Python, Perl, Windows, Linux, PostgreSQL, Scala, Puppet, Cobbler, Artifactory, Docker, CI/CD, TDD, BDD, Atlassian tools, GitLab, Git, General software engineering, WebApp development",304765.4874
Principal Software Engineer,Ripjar,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Software Development, Data Products, Data Analysis, Data Ingest, Data Visualization, RPA, Cloud Computing, Software Design, Software Architecture, Software Delivery, Technical Leadership, Engineering Management, Product Management, Customer Engagement, Communication, Distributed Systems, Microservices, AI/ML, Security Clearance",277115.76
Software Engineer,CoreTech Security,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"C, C++, iOS, Android, Windows, macOS, Linux, Automated testing, Continuous integration, Static analysis, Code review",277115.76
Senior Software Developer,Octagon Group,"Malvern, England, United Kingdom",25/12/2023,Mid senior,"AI, NVIDIA Jetson hardware, Linux, Python, C++, CUDA, Parallel processing, GPU architecture, Deep learning, TensorFlow, PyTorch",304765.4874
Senior Software Developer,SourceCo Recruitment Agency,"Worcester, England, United Kingdom",25/12/2023,Mid senior,".NET, DevOps, C#, Agile, Scrum, MVC, MVVM, Web Services, Containerized Deployment, GUIs, Data Collection, Data Manipulation, RealTime Processing, Cloud Services, CrossPlatform Applications",304765.4874
Software Engineer,Heat Recruitment,"Hereford, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, C#, .NET, HTML, CSS, JavaScript, Microsoft Azure, Hybrid Systems, Blazor",304765.4874
Software Development Trainer (Dev ops),Red King Resourcing,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Agile, DevOps, CI/CD, Version control, Automated testing, Containerisation, C, C++, C#, Python, Java, Rust, Scala, Go, PHP, Laravel, Cake, ASP.Net, Node.JS, Spring, Ruby on Rails, Django, Flask, End Point Assessment",277115.76
Senior Software Engineer,Energy Jobline,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Java, HTML, CSS, JavaScript, SQL Server, PostgreSQL, React, Angular, Vue, REST API, OpenAPI, Swagger, Scrum Master, .Net, C#",277115.76
Full-Stack Software Engineering Lead,Malvern Panalytical,"Malvern, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, Blazor, PostgresSQL, Azure DevOps, SCRUM, Software engineering, Computer science, Rust, Cloudnative architectures",304765.4874
Senior Software Engineer,AtkinsRéalis,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Java, JavaScript, HTML, CSS, RESTful API, OpenAPI, C#, .NET, SQL Server, PostgreSQL, React, Angular, Vue.js, SCRUM",277115.76
Software Developer (Mid-Senior),iPipeline,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,".Net, C#, HTML, JavaScript, SQL, Restful service, MVC, React/Angular, SOAP, WCF, Enterprise level system development, Project planning, Task delivery, Quality standards, Problem solving, Communication, Teamwork",277115.76
Full-Stack Software Engineering Lead,Malvern Panalytical,"Malvern, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, Blazor, PostgresSQL, Azure DevOps, Rust, SCRUM, CloudNative Architectures",304765.4874
Senior Software Engineer,Journey Hospitality,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Javascript, React, Redux, Next.js, HTML5, CSS3, CSS as JS, ECMAScript, Design patterns, Programming principles, Component style guides, Storybook, Test Driven Development, Jest, React Testing Library, Third party APIs, REST, SOAP, Git, Docker, Cloud platforms, Bitbucket, JIRA, Confluence, Agile, SCRUM, REST, SOAP",277115.76
Senior Software Engineer,Computer Futures,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,".NET, C#, Web Applications, Mobile Apps, iOS, Android, Xamarin, Maui",277115.76
Software Engineer,Yolk Recruitment Ltd,"Cheltenham, England, United Kingdom",25/12/2023,Mid senior,"Java, Python, JavaScript, C++, React, Kubernetes, Docker, Jenkins, Agile development, Continuous integration, Continuous deployment, Software engineering, Backend development, Fullstack development",277115.76
Software Engineer,TRIA,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Software Development, Defect Resolution, C#, HTML, JavaScript, SQL, .Net Applications, Restful Services, MVC, React, Angular, Solid Principles, EnterpriseLevel Systems",277115.76
Software Engineer,Yolk Recruitment Ltd,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, Java, Python, JavaScript, Angular, React, AWS, GCP, Azure, Node.js, Agile, Scrum, Active high level clearance",277115.76
Software Engineer,Yolk Recruitment Ltd,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, Java, Python, JavaScript, React, AWS, BDD, CI/CD, DV Clearance",277115.76
Software Engineer,Hamiltonian Dynamics,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Java, Python, JavaScript, TypeScript, Angular, React, Vue, Docker, Kubernetes, AWS, Azure, MERN, Elasticsearch, Neo4J",277115.76
"Software Engineer (C++, Windows)",HP,"Cambridge, England, United Kingdom",25/12/2023,Mid senior,"C++, Windows, Operating System internals, Component Object Model (COM)",277115.76
Software Engineer,BAE Systems Digital Intelligence,"Gloucester, England, United Kingdom",25/12/2023,Mid senior,"JavaScript, Java, .Net, Python, Git, Mercurial, Perforce, Bamboo, Jenkins, TeamCity, Bitbucket, SonarQube, Scrum, Lean, Kanban, Software design patterns, Machine Learning, Amazon Machine Learning, Azure Machine Learning, TensorFlow, AWS, MS Azure, Docker, Kubernetes, Jenkins, Ansible",304765.4874
"Software Developer (C++, Windows)",HP,"Cambridge, England, United Kingdom",25/12/2023,Mid senior,"C++, Windows, Windows Internals, Windows Installer, WPF, Python, Django, AWS, Microvirtualization",277115.76
Embedded Software Engineer,Fortice,"Tewkesbury, England, United Kingdom",25/12/2023,Mid senior,"Embedded Systems, Realtime C, Rust, Python, Bash Scripts, Modern Frameworks, Web Application Development, User Interface Design, WxPython, QT, C#, .NET",277115.76
Software Test Automation Engineer,Amiosec,"Tewkesbury, England, United Kingdom",25/12/2023,Mid senior,"Python, Bash, Linux, Gitlab CI, IP, Cryptography, Security, Atlassian JIRA, Testrail, C/C++, Multimeters, Oscilloscopes",277115.76
Software Test Engineer,Yolk Recruitment Ltd,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Software Testing, Automation Testing, Test Strategies, Test Plans, Test Cases, Test Scripts, Test Scenarios, Defect Tracking, CrossFunctional Collaboration, API Testing, Linux, Automated Testing Frameworks, NonFunctional Testing, Load Testing, Performance Testing, JIRA, Confluence, Backlog Management, Test Management Tools",277115.76
Embedded Software Engineer,nGenium,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"C, C++, Python, Embedded programming, Safetycritical software, Realtime programming, Microprocessor architecture, Debugging, Integration, Communication protocols, Software design, Version control, Peer review, Software testing techniques, Traceability",277115.76
Embedded Software Engineers - Open Role,Amiosec,"Tewkesbury, England, United Kingdom",25/12/2023,Mid senior,"Real Time C, Rust, Python, Bash, Google Test, Unity, Robot, OpenHTF, AFL, Coverity, PRQA, Lint, Yocto/Buildroot, GNU Make, CMake, Linux, Windows, iOS, Android, TCP/IP, ARP, Wireshark, TCPDump, UML, Git, WxPython, QT, C#, .NET, Confluence, Sharepoint, Cryptography",277115.76
Linux Software Development Engineer,"Forcepoint Federal Holdings, LLC","Worcestershire, England, United Kingdom",25/12/2023,Mid senior,"Linux, Software Engineering, Cyber Security, C, C++, DPDK, FPGA, Yocto, Embedded RTOS, Rust, HTML, CSS, Python, JavaScript, Git, Docker, Kubernetes, AWS, Azure, GCP, Agile, Scrum, Kanban",277115.76
Software Engineer (C++) – HP Wolf Security,HP,"Cambridge, England, United Kingdom",25/12/2023,Mid senior,"C++, JavaScript, TypeScript, Python, Microvirtualization, Secure browsing, Web extension development, Chromium, Firefox Gecko, Automation, Testing, Debugging",277115.76
Contract Software Engineer,Octagon Group,"Worcestershire, England, United Kingdom",25/12/2023,Mid senior,"NVIDIA Jetson hardware, Ai / Algorithm implementation, Python, C++, CUDA, Parallel processing, GPU architecture, Deep learning frameworks, TensorFlow, PyTorch",277115.76
Software Developer - Mid-Level to Senior,Ascent Sourcing,"Hereford, England, United Kingdom",25/12/2023,Mid senior,"Software engineering, C#, Microsoft .NET framework, Database development, Agile development, Web services, Web development, Financial services",304765.4874
Embedded Software Engineer,People Source Consulting,"Tewkesbury, England, United Kingdom",25/12/2023,Mid senior,"C++, Linux, Xilinx, DSP, FPGA, Embedded Systems, ARM, SoCs, VHDL, OpenCPI, Python, Manufacturing Build, Configuration and Test, Software Engineering, Mathematics, PCB Debugging",277115.76
Senior Software Engineer,Searchability NS&D,"Gloucestershire, England, United Kingdom",25/12/2023,Mid senior,"Software Development, Software Lifecycle Management, Requirements Analysis, Software Architecture, Implementation, Testing, Deployment, Software Maintenance, Cloud Technologies, AWS, Azure, Java, Spring Boot, Python, JavaScript, React, TypeScript, GitLab, Continuous Integration, Software Quality, Security",277115.76
Senior Principal Software Engineer,Jobs for Humanity,"Lubbock, TX",25/12/2023,Mid senior,"Go programming, Backend development, Distributed software applications, PostgreSQL, Influx DB, Linuxbased software systems, Helm charts, Kubernetes, Observability concepts, Metrics, Traces, Logs, Open Telemetry protocol, Docker containers, Microservice architectures",199822.38
CTE Instructor: Software Development -Part-time,Muncie Community Schools,"Muncie, IN",25/12/2023,Mid senior,"Computer Science, HTML, CSS, Web Design, Database Development, Computer Logic, Programming, Teaching, Partnerships, Business Partners, PostSecondary Institutions, Guest Speakers, Field Trips, Internship Experiences, Indiana Teaching License, Workplace Specialist License",199822.38
Lead Software QA Automation Engineer,Boyce Systems,"Daleville, IN",25/12/2023,Mid senior,"Software Development, Test Automation, Selenium, Quality Assurance, Testing, CI/CD Pipelines, Agile, Scrum, Team Leadership, Communication, ProblemSolving, Critical Thinking, English Proficiency",319370.7617
Java Software Engineer,ALOIS Solutions,"Glasgow, Scotland, United Kingdom",25/12/2023,Mid senior,"Java, Spring Boot, JPA, SQL, REST, CI/CD, Applicant Resiliency, Security, Cloud Computing, Artificial Intelligence, Machine Learning, Mobile Development, Angular, TypeScript, CSS, HTML, AWS, Microservices",307059.7788
Principal Software Engineer (Full Stack),Bigtincan,"Glasgow, Scotland, United Kingdom",25/12/2023,Mid senior,"Software Engineer, Leadership, Architecture, C#, .NET, ASP.NET, MS SQL Server, Angular, Typescript, Redux, Ionic, JavaScript, RESTful API, Azure, Redis, Jenkins, Jira, Octopus, Bitbucket, CI/CD",307059.7788
Senior Software Developer/Engineer,KPI Solutions,"Sharonville, OH",25/12/2023,Associate,"Software Development, Java, Angular, MS SQL Server, JDBC, iBatis, Stored Procedures, Spring, Microservices, API Design, Enterprise Architecture, DevOps, Cloud Computing, Agile Methodology, Warehousing, Materials Handling, Automation, Robotics, Conveyor Systems, Sortation Systems, AGVs, ASRS, MES, ERP, Data Analytics, Machine Learning, AI",316518.045
